sheet,row,col,value
110 Material Surau Al-Ihsan,62,4,Meter
110 Material Surau Al-Ihsan,62,5,65
110 Material Surau Al-Ihsan,62,6,455
110 Material Surau Al-Ihsan,63,1,61
110 Material Surau Al-Ihsan,63,2,Cover/Grating untuk U-Drain (per 1 m)
110 Material Surau Al-Ihsan,63,3,7
110 Material Surau Al-Ihsan,63,4,Meter
110 Material Surau Al-Ihsan,63,5,70
110 Material Surau Al-Ihsan,63,6,490
110 Material Surau Al-Ihsan,64,1,62
110 Material Surau Al-Ihsan,64,2,Rebar Y10 (12 m/bar) – main bars
110 Material Surau Al-Ihsan,64,3,20
110 Material Surau Al-Ihsan,64,4,Bar
110 Material Surau Al-Ihsan,64,5,38
110 Material Surau Al-Ihsan,64,6,760
110 Material Surau Al-Ihsan,65,1,63
110 Material Surau Al-Ihsan,65,2,Stair nosing aluminium anti-slip
110 Material Surau Al-Ihsan,65,3,20
110 Material Surau Al-Ihsan,65,4,Meter
110 Material Surau Al-Ihsan,65,5,25
110 Material Surau Al-Ihsan,65,6,500
110 Material Surau Al-Ihsan,66,1,64
110 Material Surau Al-Ihsan,66,2,Aluminium angle/L-trim 10 mm
110 Material Surau Al-Ihsan,66,3,12
110 Material Surau Al-Ihsan,66,4,Meter
110 Material Surau Al-Ihsan,66,5,8.5
110 Material Surau Al-Ihsan,66,6,102
110 Material Surau Al-Ihsan,67,1,65
110 Material Surau Al-Ihsan,67,2,Primer / sealer 5 L
110 Material Surau Al-Ihsan,67,3,1
110 Material Surau Al-Ihsan,67,4,Tin
110 Material Surau Al-Ihsan,67,5,60
110 Material Surau Al-Ihsan,67,6,60
110 Material Surau Al-Ihsan,68,1,66
110 Material Surau Al-Ihsan,68,2,Formwork release oil 5 L
110 Material Surau Al-Ihsan,68,3,1
110 Material Surau Al-Ihsan,68,4,Tin
110 Material Surau Al-Ihsan,68,5,35
110 Material Surau Al-Ihsan,68,6,35
110 Material Surau Al-Ihsan,69,1,67
110 Material Surau Al-Ihsan,69,2,"Handrail SS304 OD38 mm, 1.2 m with brackets"
110 Material Surau Al-Ihsan,69,3,2
110 Material Surau Al-Ihsan,69,4,Set
110 Material Surau Al-Ihsan,69,5,220
110 Material Surau Al-Ihsan,69,6,440
110 Material Surau Al-Ihsan,70,1,68
110 Material Surau Al-Ihsan,70,2,"Stainless screws #8x1"" (100 pcs/box)"
110 Material Surau Al-Ihsan,70,3,1
110 Material Surau Al-Ihsan,70,4,Box
110 Material Surau Al-Ihsan,70,5,12
110 Material Surau Al-Ihsan,70,6,12
110 Material Surau Al-Ihsan,71,1,69
110 Material Surau Al-Ihsan,71,2,Skim coat halus 25 kg
110 Material Surau Al-Ihsan,71,3,1
110 Material Surau Al-Ihsan,71,4,Bag
110 Material Surau Al-Ihsan,71,5,22
110 Material Surau Al-Ihsan,71,6,22
110 Material Surau Al-Ihsan,72,1,70
110 Material Surau Al-Ihsan,72,2,SikaGrout Pumpable Shrinkage Compensated Cementitious Grout 
110 Material Surau Al-Ihsan,72,3,2
110 Material Surau Al-Ihsan,72,4,Bag
110 Material Surau Al-Ihsan,72,5,40
110 Material Surau Al-Ihsan,72,6,80
110 Material Surau Al-Ihsan,73,1,71
110 Material Surau Al-Ihsan,73,2,Simen
110 Material Surau Al-Ihsan,73,3,384
110 Material Surau Al-Ihsan,73,4,Bag
110 Material Surau Al-Ihsan,73,5,23
110 Material Surau Al-Ihsan,73,6,8832
110 Material Surau Al-Ihsan,74,1,72
110 Material Surau Al-Ihsan,74,2,Pasir kasar
110 Material Surau Al-Ihsan,74,3,3
110 Material Surau Al-Ihsan,74,4,Trip
110 Material Surau Al-Ihsan,74,5,650
110 Material Surau Al-Ihsan,74,6,1950
110 Material Surau Al-Ihsan,75,1,73
110 Material Surau Al-Ihsan,75,2,Pasir halus
110 Material Surau Al-Ihsan,75,3,3
110 Material Surau Al-Ihsan,75,4,Trip
110 Material Surau Al-Ihsan,75,5,700
110 Material Surau Al-Ihsan,75,6,2100
110 Material Surau Al-Ihsan,76,1,74
110 Material Surau Al-Ihsan,76,2,"Batu 3/4"""
110 Material Surau Al-Ihsan,76,3,5
110 Material Surau Al-Ihsan,76,4,Trip
110 Material Surau Al-Ihsan,76,5,650
110 Material Surau Al-Ihsan,76,6,3250
110 Material Surau Al-Ihsan,77,1,75
110 Material Surau Al-Ihsan,77,2,Batu Kasaran / Crusher Run 10-wheel
110 Material Surau Al-Ihsan,77,3,3
110 Material Surau Al-Ihsan,77,4,Trip
110 Material Surau Al-Ihsan,77,5,950
110 Material Surau Al-Ihsan,77,6,2850
110 Material Surau Al-Ihsan,78,1,76
110 Material Surau Al-Ihsan,78,2,DPM PE 0.20 mm
110 Material Surau Al-Ihsan,78,3,2
110 Material Surau Al-Ihsan,78,4,Roll
110 Material Surau Al-Ihsan,78,5,180
110 Material Surau Al-Ihsan,78,6,360
110 Material Surau Al-Ihsan,79,1,77
110 Material Surau Al-Ihsan,79,2,Tiles 300x300
110 Material Surau Al-Ihsan,79,3,1602
110 Material Surau Al-Ihsan,79,4,Pcs
110 Material Surau Al-Ihsan,79,5,3
110 Material Surau Al-Ihsan,79,6,4806
110 Material Surau Al-Ihsan,80,1,78
110 Material Surau Al-Ihsan,80,2,Tiles 300x600
110 Material Surau Al-Ihsan,80,3,95
110 Material Surau Al-Ihsan,80,4,Sqft
110 Material Surau Al-Ihsan,80,5,2.25
110 Material Surau Al-Ihsan,80,6,213.75
110 Material Surau Al-Ihsan,101,2,GRAND TOTAL
110 Material Surau Al-Ihsan,101,6,71507.95
110 Material Surau Al-Ihsan,101,14,72219.25
